	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0018603						Anodir_ADIR014434-RA								
OG0018604						Anodir_ADIR014436-RA								
OG0018605						Anodir_ADIR014851-RA								
OG0018606						Anodir_ADIR014852-RA								
OG0018607						Anodir_ADIR009725-RA								
OG0018608						Anodir_ADIR014858-RA								
OG0018609						Anodir_ADIR014860-RA								
OG0018610						Anodir_ADIR008565-RA								
OG0018611						Anodir_ADIR009032-RA								
OG0018612						Anodir_ADIR014783-RA								
OG0018613						Anodir_ADIR014784-RA								
OG0018614						Anodir_ADIR004545-RA								
OG0018615						Anodir_ADIR014390-RB								
OG0018616						Anodir_ADIR014391-RA								
OG0018617						Anodir_ADIR014392-RA								
OG0018618						Anodir_ADIR014385-RA								
OG0018619						Anodir_ADIR014380-RA								
OG0018620						Anodir_ADIR014381-RA								
OG0018621						Anodir_ADIR014383-RA								
OG0018622						Anodir_ADIR005283-RA								
OG0018623						Anodir_ADIR005201-RA								
OG0018624						Anodir_ADIR004490-RA								
OG0018625						Anodir_ADIR014389-RA								
OG0018626						Anodir_ADIR014939-RA								
OG0018627						Anodir_ADIR014940-RA								
OG0018628						Anodir_ADIR014941-RB								
OG0018629						Anodir_ADIR014942-RA								
OG0018630						Anodir_ADIR014943-RA								
OG0018631						Anodir_ADIR010922-RA								
OG0018632						Anodir_ADIR014944-RA								
OG0018633						Anodir_ADIR014945-RA								
OG0018634						Anodir_ADIR014946-RA								
OG0018635						Anodir_ADIR014947-RA								
OG0018636						Anodir_ADIR014949-RA								
OG0018637						Anodir_ADIR014950-RA								
OG0018638						Anodir_ADIR014951-RA								
OG0018639						Anodir_ADIR014952-RA								
OG0018640						Anodir_ADIR011018-RA								
OG0018641						Anodir_ADIR014953-RA								
OG0018642						Anodir_ADIR014955-RA								
OG0018643						Anodir_ADIR014956-RC								
OG0018644						Anodir_ADIR014957-RA								
OG0018645						Anodir_ADIR014958-RB								
OG0018646						Anodir_ADIR014959-RA								
OG0018647						Anodir_ADIR014960-RA								
OG0018648						Anodir_ADIR014965-RA								
OG0018649						Anodir_ADIR014966-RA								
OG0018650						Anodir_ADIR011172-RA								
OG0018651						Anodir_ADIR011179-RA								
OG0018652						Anodir_ADIR011182-RA								
OG0018653						Anodir_ADIR014969-RA								
OG0018654						Anodir_ADIR014970-RA								
OG0018655						Anodir_ADIR014971-RA								
OG0018656						Anodir_ADIR014972-RA								
OG0018657						Anodir_ADIR011271-RA								
OG0018658						Anodir_ADIR011341-RA								
OG0018659						Anodir_ADIR014974-RA								
OG0018660						Anodir_ADIR011350-RA								
OG0018661						Anodir_ADIR014976-RA								
OG0018662						Anodir_ADIR014977-RA								
OG0018663						Anodir_ADIR014978-RA								
OG0018664						Anodir_ADIR014979-RA								
OG0018665						Anodir_ADIR014980-RA								
OG0018666						Anodir_ADIR011398-RA								
OG0018667						Anodir_ADIR014981-RA								
OG0018668						Anodir_ADIR014982-RA								
OG0018669						Anodir_ADIR014983-RA								
OG0018670						Anodir_ADIR014984-RA								
OG0018671						Anodir_ADIR014985-RA								
OG0018672						Anodir_ADIR014986-RA								
OG0018673						Anodir_ADIR014987-RA								
OG0018674						Anodir_ADIR014988-RA								
OG0018675						Anodir_ADIR014989-RA								
OG0018676						Anodir_ADIR014990-RA								
OG0018677						Anodir_ADIR014993-RA								
OG0018678						Anodir_ADIR014994-RA								
OG0018679						Anodir_ADIR014996-RA								
OG0018680						Anodir_ADIR014066-RA								
OG0018681						Anodir_ADIR015006-RA								
OG0018682						Anodir_ADIR015007-RA								
OG0018683						Anodir_ADIR015008-RA								
OG0018684						Anodir_ADIR015009-RA								
OG0018685						Anodir_ADIR014442-RA								
OG0018686						Anodir_ADIR014443-RA								
OG0018687						Anodir_ADIR014444-RA								
OG0018688						Anodir_ADIR014445-RA								
OG0018689						Anodir_ADIR015022-RA								
OG0018690						Anodir_ADIR015021-RA								
OG0018691						Anodir_ADIR014379-RA								
OG0018692						Anodir_ADIR015028-RA								
OG0018693						Anodir_ADIR015029-RA								
OG0018694						Anodir_ADIR014937-RA								
OG0018695						Anodir_ADIR014938-RA								
OG0018696						Anodir_ADIR011738-RA								
OG0018697						Anodir_ADIR014822-RA								
OG0018698						Anodir_ADIR015025-RA								
OG0018699						Anodir_ADIR009701-RA								
OG0018700						Anodir_ADIR015026-RA								
OG0018701						Anodir_ADIR000014-RA								
OG0018702						Anodir_ADIR014009-RA								
OG0018703						Anodir_ADIR014011-RA								
OG0018704						Anodir_ADIR014016-RA								
OG0018705						Anodir_ADIR000181-RA								
OG0018706						Anodir_ADIR014021-RA								
OG0018707						Anodir_ADIR000250-RA								
OG0018708						Anodir_ADIR014022-RA								
OG0018709						Anodir_ADIR014023-RA								
OG0018710						Anodir_ADIR000326-RA								
OG0018711						Anodir_ADIR000372-RA								
OG0018712						Anodir_ADIR014036-RA								
OG0018713						Anodir_ADIR000418-RA								
OG0018714						Anodir_ADIR000435-RA								
OG0018715						Anodir_ADIR000437-RA								
OG0018716						Anodir_ADIR014041-RA								
OG0018717						Anodir_ADIR014042-RA								
OG0018718						Anodir_ADIR014044-RA								
OG0018719						Anodir_ADIR014045-RA								
OG0018720						Anodir_ADIR014146-RA								
OG0018721						Anodir_ADIR014147-RB								
OG0018722						Anodir_ADIR014373-RA								
OG0018723						Anodir_ADIR004330-RA								
OG0018724						Anodir_ADIR004331-RA								
OG0018725						Anodir_ADIR003913-RA								
OG0018726						Anodir_ADIR015023-RA								
OG0018727						Anodir_ADIR015024-RA								
OG0018728						Anodir_ADIR009709-RA								
OG0018729						Anodir_ADIR014401-RA								
OG0018730						Anodir_ADIR014402-RA								
OG0018731						Anodir_ADIR014494-RA								
OG0018732						Anodir_ADIR014497-RA								
OG0018733						Anodir_ADIR014499-RA								
OG0018734						Anodir_ADIR005926-RA								
OG0018735						Anodir_ADIR014501-RA								
OG0018736						Anodir_ADIR014502-RA								
OG0018737						Anodir_ADIR014503-RA								
OG0018738						Anodir_ADIR005964-RA								
OG0018739						Anodir_ADIR014504-RA								
OG0018740						Anodir_ADIR014507-RA								
OG0018741						Anodir_ADIR014511-RA								
OG0018742						Anodir_ADIR014512-RA								
OG0018743						Anodir_ADIR014513-RA								
OG0018744						Anodir_ADIR006029-RA								
OG0018745						Anodir_ADIR014514-RA								
OG0018746						Anodir_ADIR014515-RA								
OG0018747						Anodir_ADIR006056-RA								
OG0018748						Anodir_ADIR006073-RA								
OG0018749						Anodir_ADIR006075-RA								
OG0018750						Anodir_ADIR014518-RA								
OG0018751						Anodir_ADIR014519-RA								
OG0018752						Anodir_ADIR014520-RA								
OG0018753						Anodir_ADIR014521-RA								
OG0018754						Anodir_ADIR014523-RA								
OG0018755						Anodir_ADIR014524-RA								
OG0018756						Anodir_ADIR006112-RA								
OG0018757						Anodir_ADIR014525-RA								
OG0018758						Anodir_ADIR014526-RA								
OG0018759						Anodir_ADIR006113-RA								
OG0018760						Anodir_ADIR014527-RA								
OG0018761						Anodir_ADIR014528-RA								
OG0018762						Anodir_ADIR014530-RA								
OG0018763						Anodir_ADIR014532-RA								
OG0018764						Anodir_ADIR014534-RA								
OG0018765						Anodir_ADIR014535-RA								
OG0018766						Anodir_ADIR014536-RA								
OG0018767						Anodir_ADIR006193-RA								
OG0018768						Anodir_ADIR014537-RA								
OG0018769						Anodir_ADIR014538-RA								
OG0018770						Anodir_ADIR006225-RA								
OG0018771						Anodir_ADIR014539-RA								
OG0018772						Anodir_ADIR014540-RA								
OG0018773						Anodir_ADIR014541-RA								
OG0018774						Anodir_ADIR015891-RA								
OG0018775						Anodir_ADIR006307-RA								
OG0018776						Anodir_ADIR014546-RA								
OG0018777						Anodir_ADIR014547-RA								
OG0018778						Anodir_ADIR014768-RA								
OG0018779						Anodir_ADIR014441-RA								
OG0018780						Anodir_ADIR014863-RA								
OG0018781						Anodir_ADIR015001-RA								
OG0018782						Anodir_ADIR005601-RA								
OG0018783						Anodir_ADIR014932-RA								
OG0018784						Anodir_ADIR014572-RA								
OG0018785						Anodir_ADIR014185-RA								
OG0018786						Anodir_ADIR014186-RA								
OG0018787						Anodir_ADIR014187-RB								
OG0018788						Anodir_ADIR014188-RA								
OG0018789						Anodir_ADIR014189-RA								
OG0018790						Anodir_ADIR014190-RA								
OG0018791						Anodir_ADIR002084-RA								
OG0018792						Anodir_ADIR002088-RA								
OG0018793						Anodir_ADIR014192-RA								
OG0018794						Anodir_ADIR014193-RA								
OG0018795						Anodir_ADIR002091-RA								
OG0018796						Anodir_ADIR002103-RA								
OG0018797						Anodir_ADIR014194-RA								
OG0018798						Anodir_ADIR014195-RA								
OG0018799						Anodir_ADIR014196-RB								
OG0018800						Anodir_ADIR014197-RA								
OG0018801						Anodir_ADIR002140-RA								
OG0018802						Anodir_ADIR014199-RA								
OG0018803						Anodir_ADIR014200-RB								
OG0018804						Anodir_ADIR014201-RA								
OG0018805						Anodir_ADIR014202-RA								
OG0018806						Anodir_ADIR002202-RA								
OG0018807						Anodir_ADIR014205-RB								
OG0018808						Anodir_ADIR014206-RA								
OG0018809						Anodir_ADIR002234-RA								
OG0018810						Anodir_ADIR014207-RA								
OG0018811						Anodir_ADIR014208-RA								
OG0018812						Anodir_ADIR002242-RA								
OG0018813						Anodir_ADIR014209-RA								
OG0018814						Anodir_ADIR014210-RA								
OG0018815						Anodir_ADIR014211-RA								
OG0018816						Anodir_ADIR014212-RA								
OG0018817						Anodir_ADIR014214-RA								
OG0018818						Anodir_ADIR014215-RA								
OG0018819						Anodir_ADIR002302-RA								
OG0018820						Anodir_ADIR014216-RA								
OG0018821						Anodir_ADIR014217-RA								
OG0018822						Anodir_ADIR002324-RA								
OG0018823						Anodir_ADIR014219-RA								
OG0018824						Anodir_ADIR014719-RA								
OG0018825						Anodir_ADIR014767-RA								
OG0018826						Anodir_ADIR014720-RA								
OG0018827						Anodir_ADIR014065-RA								
OG0018828						Anodir_ADIR006408-RA								
OG0018829						Anodir_ADIR014548-RA								
OG0018830						Anodir_ADIR014549-RA								
OG0018831						Anodir_ADIR014550-RA								
OG0018832						Anodir_ADIR006428-RA								
OG0018833						Anodir_ADIR014551-RA								
OG0018834						Anodir_ADIR006489-RA								
OG0018835						Anodir_ADIR006499-RA								
OG0018836						Anodir_ADIR006513-RA								
OG0018837						Anodir_ADIR014555-RA								
OG0018838						Anodir_ADIR014556-RA								
OG0018839						Anodir_ADIR014558-RA								
OG0018840						Anodir_ADIR014559-RA								
OG0018841						Anodir_ADIR014560-RA								
OG0018842						Anodir_ADIR014561-RA								
OG0018843						Anodir_ADIR014562-RA								
OG0018844						Anodir_ADIR006666-RA								
OG0018845						Anodir_ADIR006687-RA								
OG0018846						Anodir_ADIR006688-RA								
OG0018847						Anodir_ADIR014567-RA								
OG0018848						Anodir_ADIR014568-RA								
OG0018849						Anodir_ADIR006715-RA								
OG0018850						Anodir_ADIR014569-RA								
OG0018851						Anodir_ADIR014570-RA								
OG0018852						Anodir_ADIR014571-RA								
OG0018853						Anodir_ADIR008523-RA								
OG0018854						Anodir_ADIR014853-RA								
OG0018855						Anodir_ADIR014184-RA								
OG0018856						Anodir_ADIR006758-RA								
OG0018857						Anodir_ADIR014573-RA								
OG0018858						Anodir_ADIR014574-RA								
OG0018859						Anodir_ADIR014997-RA								
OG0018860						Anodir_ADIR014999-RA								
OG0018861						Anodir_ADIR014936-RA								
OG0018862							Anoepi_AEPI006392-RA							
OG0018863							Anoepi_AEPI009717-RA							
OG0018864							Anoepi_AEPI011471-RA							
OG0018865							Anoepi_AEPI003683-RA							
OG0018866							Anoepi_AEPI014140-RA							
OG0018867							Anoepi_AEPI011464-RA							
OG0018868							Anoepi_AEPI008078-RA							
OG0018869							Anoepi_AEPI008087-RA							
OG0018870							Anoepi_AEPI011415-RA							
OG0018871							Anoepi_AEPI011487-RA							
OG0018872							Anoepi_AEPI011515-RA							
OG0018873							Anoepi_AEPI002362-RA							
OG0018874							Anoepi_AEPI011349-RA							
OG0018875							Anoepi_AEPI014023-RA							
OG0018876							Anoepi_AEPI000603-RA							
OG0018877							Anoepi_AEPI009055-RA							
OG0018878							Anoepi_AEPI009057-RA							
OG0018879							Anoepi_AEPI001709-RA							
OG0018880							Anoepi_AEPI006004-RA							
OG0018881							Anoepi_AEPI011401-RA							
OG0018882							Anoepi_AEPI011402-RA							
OG0018883							Anoepi_AEPI006300-RA							
OG0018884							Anoepi_AEPI011445-RA							
OG0018885							Anoepi_AEPI011346-RA							
OG0018886							Anoepi_AEPI009126-RA							
OG0018887							Anoepi_AEPI011337-RA							
OG0018888							Anoepi_AEPI004202-RA							
OG0018889							Anoepi_AEPI011437-RA							
OG0018890							Anoepi_AEPI011343-RA							
OG0018891							Anoepi_AEPI014088-RA							
OG0018892							Anoepi_AEPI011507-RA							
OG0018893							Anoepi_AEPI011404-RA							
OG0018894							Anoepi_AEPI007739-RA							
OG0018895							Anoepi_AEPI008242-RA							
OG0018896							Anoepi_AEPI011585-RA							
OG0018897							Anoepi_AEPI011570-RA							
OG0018898							Anoepi_AEPI003142-RA							
OG0018899							Anoepi_AEPI014111-RA							
OG0018900							Anoepi_AEPI007525-RA							
OG0018901							Anoepi_AEPI001993-RA							
OG0018902							Anoepi_AEPI005731-RA							
OG0018903							Anoepi_AEPI005733-RA							
OG0018904							Anoepi_AEPI011548-RA							
OG0018905							Anoepi_AEPI007476-RA							
OG0018906							Anoepi_AEPI004910-RA							
OG0018907							Anoepi_AEPI000115-RA							
OG0018908							Anoepi_AEPI004292-RA							
OG0018909							Anoepi_AEPI007628-RA							
OG0018910							Anoepi_AEPI000182-RA							
OG0018911							Anoepi_AEPI005946-RA							
OG0018912							Anoepi_AEPI000708-RA							
OG0018913							Anoepi_AEPI011588-RA							
OG0018914							Anoepi_AEPI008854-RA							
OG0018915							Anoepi_AEPI004849-RA							
OG0018916							Anoepi_AEPI000450-RA							
OG0018917							Anoepi_AEPI005844-RA							
OG0018918							Anoepi_AEPI011594-RA							
OG0018919							Anoepi_AEPI001554-RA							
OG0018920							Anoepi_AEPI002640-RA							
OG0018921							Anoepi_AEPI004727-RA							
OG0018922							Anoepi_AEPI014338-RA							
OG0018923							Anoepi_AEPI009871-RA							
OG0018924							Anoepi_AEPI001522-RA							
OG0018925							Anoepi_AEPI001778-RA							
OG0018926							Anoepi_AEPI006683-RA							
OG0018927							Anoepi_AEPI006684-RA							
OG0018928							Anoepi_AEPI006047-RA							
OG0018929							Anoepi_AEPI002545-RA							
OG0018930							Anoepi_AEPI002549-RA							
OG0018931							Anoepi_AEPI005621-RA							
OG0018932							Anoepi_AEPI005622-RA							
OG0018933							Anoepi_AEPI005625-RA							
OG0018934							Anoepi_AEPI005703-RA							
OG0018935							Anoepi_AEPI010044-RA							
OG0018936							Anoepi_AEPI002888-RA							
OG0018937							Anoepi_AEPI002316-RA							
OG0018938							Anoepi_AEPI001793-RA							
OG0018939							Anoepi_AEPI004127-RA							
OG0018940							Anoepi_AEPI004136-RA							
OG0018941							Anoepi_AEPI004145-RA							
OG0018942							Anoepi_AEPI009870-RA							
OG0018943							Anoepi_AEPI008483-RA							
OG0018944							Anoepi_AEPI003514-RA							
OG0018945							Anoepi_AEPI002130-RA							
OG0018946							Anoepi_AEPI002146-RA							
OG0018947							Anoepi_AEPI003330-RA							
OG0018948							Anoepi_AEPI001358-RA							
OG0018949							Anoepi_AEPI009300-RA							
OG0018950							Anoepi_AEPI008059-RA							
OG0018951							Anoepi_AEPI009852-RA							
OG0018952							Anoepi_AEPI009755-RA							
OG0018953							Anoepi_AEPI010124-RA							
OG0018954							Anoepi_AEPI006815-RA							
OG0018955							Anoepi_AEPI006816-RA							
OG0018956							Anoepi_AEPI006831-RA							
OG0018957							Anoepi_AEPI006861-RA							
OG0018958							Anoepi_AEPI010269-RA							
OG0018959							Anoepi_AEPI010496-RA							
OG0018960							Anoepi_AEPI010738-RA							
OG0018961							Anoepi_AEPI010788-RA							
OG0018962							Anoepi_AEPI007985-RA							
OG0018963							Anoepi_AEPI010811-RA							
OG0018964							Anoepi_AEPI010812-RA							
OG0018965							Anoepi_AEPI010813-RA							
OG0018966							Anoepi_AEPI014432-RA							
OG0018967							Anoepi_AEPI010428-RA							
OG0018968							Anoepi_AEPI011086-RA							
OG0018969							Anoepi_AEPI011228-RA							
OG0018970							Anoepi_AEPI001847-RA							
OG0018971							Anoepi_AEPI007039-RA							
OG0018972							Anoepi_AEPI011195-RA							
OG0018973							Anoepi_AEPI003774-RA							
OG0018974							Anoepi_AEPI011144-RA							
OG0018975							Anoepi_AEPI008213-RA							
OG0018976							Anoepi_AEPI008217-RA							
OG0018977							Anoepi_AEPI003871-RA							
OG0018978							Anoepi_AEPI002850-RA							
OG0018979							Anoepi_AEPI002861-RA							
OG0018980							Anoepi_AEPI002756-RA							
OG0018981							Anoepi_AEPI002757-RA							
OG0018982							Anoepi_AEPI007295-RA							
OG0018983							Anoepi_AEPI010584-RA							
OG0018984							Anoepi_AEPI001969-RA							
OG0018985							Anoepi_AEPI014390-RA							
OG0018986							Anoepi_AEPI009508-RA							
OG0018987							Anoepi_AEPI010440-RA							
OG0018988							Anoepi_AEPI010922-RA							
OG0018989							Anoepi_AEPI010923-RA							
OG0018990							Anoepi_AEPI011255-RA							
OG0018991							Anoepi_AEPI005213-RA							
OG0018992							Anoepi_AEPI014362-RA							
OG0018993							Anoepi_AEPI008789-RA							
OG0018994							Anoepi_AEPI010239-RA							
OG0018995							Anoepi_AEPI010633-RA							
OG0018996							Anoepi_AEPI010900-RA							
OG0018997							Anoepi_AEPI011026-RA							
OG0018998								Anofar_AFAF007330-RA						
OG0018999								Anofar_AFAF009183-RA						
OG0019000								Anofar_AFAF003299-RA						
OG0019001								Anofar_AFAF003729-RA						
OG0019002								Anofar_AFAF012394-RA						
OG0019003								Anofar_AFAF016447-RA						
OG0019004								Anofar_AFAF018272-RA						
OG0019005								Anofar_AFAF011909-RA						
OG0019006								Anofar_AFAF004078-RA						
OG0019007								Anofar_AFAF007602-RA						
OG0019008								Anofar_AFAF012740-RA						
OG0019009								Anofar_AFAF018170-RA						
OG0019010								Anofar_AFAF009325-RA						
OG0019011								Anofar_AFAF002242-RA						
OG0019012								Anofar_AFAF021713-RA						
OG0019013								Anofar_AFAF020875-RA						
OG0019014								Anofar_AFAF007456-RA						
OG0019015								Anofar_AFAF019083-RA						
OG0019016								Anofar_AFAF018686-RA						
OG0019017								Anofar_AFAF016465-RA						
OG0019018								Anofar_AFAF020340-RA						
OG0019019								Anofar_AFAF016793-RA						
OG0019020								Anofar_AFAF005348-RA						
OG0019021								Anofar_AFAF002787-RA						
OG0019022								Anofar_AFAF003014-RA						
OG0019023								Anofar_AFAF017466-RA						
OG0019024								Anofar_AFAF018819-RA						
OG0019025								Anofar_AFAF014817-RA						
OG0019026								Anofar_AFAF005498-RA						
OG0019027								Anofar_AFAF008433-RA						
OG0019028								Anofar_AFAF001375-RA						
OG0019029								Anofar_AFAF008814-RA						
OG0019030								Anofar_AFAF000639-RA						
OG0019031								Anofar_AFAF005884-RA						
OG0019032								Anofar_AFAF019443-RA						
OG0019033								Anofar_AFAF000117-RA						
OG0019034								Anofar_AFAF016706-RA						
OG0019035								Anofar_AFAF017651-RA						
OG0019036								Anofar_AFAF006592-RA						
OG0019037								Anofar_AFAF020345-RA						
OG0019038								Anofar_AFAF015858-RA						
OG0019039								Anofar_AFAF003237-RA						
OG0019040								Anofar_AFAF008128-RA						
OG0019041								Anofar_AFAF013390-RA						
OG0019042								Anofar_AFAF008730-RA						
OG0019043								Anofar_AFAF013783-RA						
OG0019044								Anofar_AFAF013834-RA						
OG0019045								Anofar_AFAF003106-RA						
OG0019046								Anofar_AFAF002388-RA						
OG0019047								Anofar_AFAF013744-RA						
OG0019048								Anofar_AFAF008009-RA						
OG0019049								Anofar_AFAF004862-RA						
OG0019050								Anofar_AFAF007060-RA						
OG0019051								Anofar_AFAF012365-RA						
OG0019052								Anofar_AFAF001485-RA						
OG0019053								Anofar_AFAF019204-RA						
OG0019054								Anofar_AFAF012494-RA						
OG0019055								Anofar_AFAF015284-RA						
OG0019056								Anofar_AFAF010071-RA						
OG0019057								Anofar_AFAF007594-RA						
OG0019058								Anofar_AFAF014543-RA						
OG0019059								Anofar_AFAF000753-RA						
OG0019060								Anofar_AFAF019973-RA						
OG0019061								Anofar_AFAF008904-RA						
OG0019062								Anofar_AFAF016442-RA						
OG0019063								Anofar_AFAF000255-RA						
OG0019064								Anofar_AFAF013766-RA						
OG0019065								Anofar_AFAF002419-RA						
OG0019066								Anofar_AFAF002649-RA						
OG0019067								Anofar_AFAF005299-RA						
OG0019068								Anofar_AFAF019906-RA						
OG0019069								Anofar_AFAF018100-RA						
OG0019070								Anofar_AFAF006051-RA						
OG0019071								Anofar_AFAF005585-RA						
OG0019072								Anofar_AFAF013302-RA						
OG0019073								Anofar_AFAF006016-RA						
OG0019074								Anofar_AFAF013016-RA						
OG0019075								Anofar_AFAF010647-RA						
OG0019076								Anofar_AFAF002512-RA						
OG0019077								Anofar_AFAF005093-RA						
OG0019078								Anofar_AFAF012013-RA						
OG0019079								Anofar_AFAF003564-RA						
OG0019080								Anofar_AFAF004614-RA						
OG0019081								Anofar_AFAF014352-RA						
OG0019082								Anofar_AFAF007152-RA						
OG0019083								Anofar_AFAF013537-RA						
OG0019084								Anofar_AFAF011307-RA						
OG0019085								Anofar_AFAF017941-RA						
OG0019086								Anofar_AFAF012081-RA						
OG0019087								Anofar_AFAF016612-RA						
OG0019088								Anofar_AFAF016606-RA						
OG0019089								Anofar_AFAF014995-RA						
OG0019090								Anofar_AFAF014975-RA						
OG0019091								Anofar_AFAF018669-RA						
OG0019092								Anofar_AFAF007394-RA						
OG0019093								Anofar_AFAF010521-RA						
OG0019094								Anofar_AFAF016781-RA						
OG0019095								Anofar_AFAF020084-RA						
OG0019096								Anofar_AFAF014724-RA						
OG0019097								Anofar_AFAF003773-RA						
OG0019098								Anofar_AFAF001625-RA						
OG0019099								Anofar_AFAF010488-RA						
OG0019100								Anofar_AFAF005150-RA						
OG0019101								Anofar_AFAF020232-RA						
OG0019102								Anofar_AFAF010045-RA						
OG0019103								Anofar_AFAF019924-RA						
OG0019104								Anofar_AFAF009854-RA						
OG0019105								Anofar_AFAF005204-RA						
OG0019106								Anofar_AFAF004958-RA						
OG0019107								Anofar_AFAF000819-RA						
OG0019108								Anofar_AFAF012502-RA						
OG0019109								Anofar_AFAF004918-RA						
OG0019110								Anofar_AFAF001993-RA						
OG0019111								Anofar_AFAF010345-RA						
OG0019112								Anofar_AFAF005028-RA						
OG0019113								Anofar_AFAF006044-RA						
OG0019114								Anofar_AFAF004827-RA						
OG0019115								Anofar_AFAF004874-RA						
OG0019116								Anofar_AFAF000143-RA						
OG0019117								Anofar_AFAF016597-RA						
OG0019118								Anofar_AFAF011381-RA						
OG0019119								Anofar_AFAF002959-RA						
OG0019120								Anofar_AFAF015330-RA						
OG0019121								Anofar_AFAF017667-RA						
OG0019122								Anofar_AFAF020168-RA						
OG0019123								Anofar_AFAF011313-RA						
OG0019124								Anofar_AFAF014905-RA						
OG0019125								Anofar_AFAF013112-RA						
OG0019126								Anofar_AFAF003038-RA						
OG0019127								Anofar_AFAF011488-RA						
OG0019128								Anofar_AFAF017807-RA						
OG0019129								Anofar_AFAF017725-RA						
OG0019130								Anofar_AFAF013848-RA						
OG0019131								Anofar_AFAF004171-RA						
OG0019132								Anofar_AFAF002825-RA						
OG0019133								Anofar_AFAF007871-RA						
OG0019134								Anofar_AFAF019136-RA						
OG0019135								Anofar_AFAF000241-RA						
OG0019136								Anofar_AFAF017934-RA						
OG0019137								Anofar_AFAF018552-RA						
OG0019138								Anofar_AFAF006900-RA						
OG0019139								Anofar_AFAF015801-RA						
OG0019140								Anofar_AFAF014937-RA						
OG0019141								Anofar_AFAF013328-RA						
OG0019142								Anofar_AFAF005623-RA						
OG0019143								Anofar_AFAF001857-RA						
OG0019144								Anofar_AFAF005878-RA						
OG0019145								Anofar_AFAF005301-RA						
OG0019146								Anofar_AFAF012231-RA						
OG0019147								Anofar_AFAF003537-RA						
OG0019148								Anofar_AFAF016149-RA						
OG0019149								Anofar_AFAF016038-RA						
OG0019150								Anofar_AFAF018562-RA						
OG0019151								Anofar_AFAF014405-RA						
OG0019152								Anofar_AFAF017480-RA						
OG0019153								Anofar_AFAF001162-RA						
OG0019154								Anofar_AFAF018252-RA						
OG0019155								Anofar_AFAF002186-RA						
OG0019156								Anofar_AFAF000608-RA						
OG0019157								Anofar_AFAF012086-RA						
OG0019158								Anofar_AFAF018418-RA						
OG0019159								Anofar_AFAF018195-RA						
OG0019160								Anofar_AFAF007000-RA						
OG0019161								Anofar_AFAF013818-RA						
OG0019162								Anofar_AFAF008843-RA						
OG0019163								Anofar_AFAF003438-RA						
OG0019164								Anofar_AFAF005416-RA						
OG0019165								Anofar_AFAF015839-RA						
OG0019166								Anofar_AFAF020284-RA						
OG0019167								Anofar_AFAF000064-RA						
OG0019168								Anofar_AFAF007041-RA						
OG0019169								Anofar_AFAF017548-RA						
OG0019170								Anofar_AFAF010153-RA						
OG0019171								Anofar_AFAF000876-RA						
OG0019172								Anofar_AFAF004688-RA						
OG0019173								Anofar_AFAF013434-RA						
OG0019174								Anofar_AFAF012614-RA						
OG0019175								Anofar_AFAF008372-RA						
OG0019176								Anofar_AFAF007804-RA						
OG0019177								Anofar_AFAF019559-RA						
OG0019178								Anofar_AFAF005881-RA						
OG0019179								Anofar_AFAF003197-RA						
OG0019180								Anofar_AFAF010895-RA						
OG0019181								Anofar_AFAF006315-RA						
OG0019182								Anofar_AFAF002497-RA						
OG0019183								Anofar_AFAF000446-RA						
OG0019184								Anofar_AFAF000755-RA						
OG0019185								Anofar_AFAF005755-RA						
OG0019186								Anofar_AFAF007268-RA						
OG0019187								Anofar_AFAF008228-RA						
OG0019188								Anofar_AFAF012861-RA						
OG0019189								Anofar_AFAF004932-RA						
OG0019190								Anofar_AFAF012430-RA						
OG0019191								Anofar_AFAF003953-RA						
OG0019192								Anofar_AFAF001014-RA						
OG0019193								Anofar_AFAF008153-RA						
OG0019194								Anofar_AFAF016880-RA						
OG0019195								Anofar_AFAF006212-RA						
OG0019196								Anofar_AFAF019096-RA						
OG0019197								Anofar_AFAF006198-RA						
OG0019198								Anofar_AFAF013353-RA						
OG0019199								Anofar_AFAF000082-RA						
OG0019200								Anofar_AFAF017594-RA						
OG0019201								Anofar_AFAF020373-RA						
OG0019202								Anofar_AFAF003760-RA						
OG0019203								Anofar_AFAF016552-RA						
OG0019204								Anofar_AFAF015922-RA						
OG0019205								Anofar_AFAF009225-RA						
OG0019206								Anofar_AFAF002795-RA						
OG0019207								Anofar_AFAF008565-RA						
OG0019208								Anofar_AFAF003371-RA						
OG0019209								Anofar_AFAF016133-RA						
OG0019210								Anofar_AFAF014492-RA						
OG0019211								Anofar_AFAF008580-RA						
OG0019212								Anofar_AFAF008667-RA						
OG0019213								Anofar_AFAF014316-RA						
OG0019214								Anofar_AFAF011780-RA						
OG0019215								Anofar_AFAF010431-RA						
OG0019216								Anofar_AFAF020233-RA						
OG0019217								Anofar_AFAF014279-RA						
OG0019218								Anofar_AFAF002511-RA						
OG0019219								Anofar_AFAF004145-RA						
OG0019220								Anofar_AFAF008836-RA						
OG0019221								Anofar_AFAF020928-RA						
OG0019222								Anofar_AFAF010197-RA						
OG0019223								Anofar_AFAF019864-RA						
OG0019224								Anofar_AFAF017193-RA						
OG0019225								Anofar_AFAF008431-RA						
OG0019226								Anofar_AFAF015098-RA						
OG0019227								Anofar_AFAF007062-RA						
OG0019228								Anofar_AFAF011000-RA						
