gene	orthogroup	ref_sps	relative_age	outgroup_sps
Spun|SPPG_00178T0	OG0001386	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE22485	OG0001386	Hsap	13.0	Hsap,Atha
Dmel|FBtr0087740	OG0001386	Hsap	13.0	Hsap,Atha
Tthe|EAR88174	OG0001386	Hsap	13.0	Hsap,Atha
Falb|H696_01615T0	OG0001386	Hsap	13.0	Hsap,Atha
Sarc|SARC_05882T0	OG0001386	Hsap	13.0	Hsap,Atha
Ihof|evm3s47	OG0001386	Hsap	13.0	Hsap,Atha
Mlei|ML07764a-RA	OG0001386	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE11169	OG0001386	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000003677	OG0001386	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE11208	OG0001386	Hsap	13.0	Hsap,Atha
Nk52|evm9s2462	OG0001386	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE11214	OG0001386	Hsap	13.0	Hsap,Atha
Sarc|SARC_03417T0	OG0001386	Hsap	13.0	Hsap,Atha
Pinf|PITG_20195T0	OG0001386	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_146690	OG0001386	Hsap	13.0	Hsap,Atha
Crei|EDP07121	OG0001386	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE10377	OG0001386	Hsap	13.0	Hsap,Atha
Gpro|mRNA_12163	OG0001387	Hsap	13.0	Hsap,Atha
Cfra|CFRG2473T1	OG0001387	Hsap	13.0	Hsap,Atha
Hsap|ENST00000358196	OG0001387	Hsap	13.0	Hsap,Atha
Hsap|ENST00000282538	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna10146	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT115956	OG0001387	Hsap	13.0	Hsap,Atha
Spun|SPPG_02247T0	OG0001387	Hsap	13.0	Hsap,Atha
Gpro|mRNA_13224	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT127363	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna5535	OG0001387	Hsap	13.0	Hsap,Atha
Nk52|evm1s1280	OG0001387	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000005449	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna12317	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna13564	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna17193	OG0001387	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000004386	OG0001387	Hsap	13.0	Hsap,Atha
Sros|EGD74373	OG0001387	Hsap	13.0	Hsap,Atha
Tadh|TriadT60611	OG0001387	Hsap	13.0	Hsap,Atha
Sarc|SARC_09369T0	OG0001387	Hsap	13.0	Hsap,Atha
Tadh|TriadT50906	OG0001387	Hsap	13.0	Hsap,Atha
Tadh|TriadT31153	OG0001387	Hsap	13.0	Hsap,Atha
Spun|SPPG_03806T0	OG0001387	Hsap	13.0	Hsap,Atha
Sarc|SARC_06468T0	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna1539	OG0001387	Hsap	13.0	Hsap,Atha
Tthe|EAR98380	OG0001387	Hsap	13.0	Hsap,Atha
Nk52|evm4s313	OG0001387	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000004013	OG0001387	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000004265	OG0001387	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000008474	OG0001387	Hsap	13.0	Hsap,Atha
Mbre|EDQ93000	OG0001387	Hsap	13.0	Hsap,Atha
Cfra|CFRG1144T1	OG0001387	Hsap	13.0	Hsap,Atha
Ocar|g5280	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna8974	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna28345	OG0001387	Hsap	13.0	Hsap,Atha
Hsap|ENST00000267085	OG0001387	Hsap	13.0	Hsap,Atha
Ngru|EFC39212	OG0001387	Hsap	13.0	Hsap,Atha
Mlei|ML234524a-RA	OG0001387	Hsap	13.0	Hsap,Atha
Mlei|ML234525a-RA	OG0001387	Hsap	13.0	Hsap,Atha
Aque|PAC15710376	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna3666	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna10602	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna3392	OG0001387	Hsap	13.0	Hsap,Atha
Skow|rna10604	OG0001387	Hsap	13.0	Hsap,Atha
Dmel|FBtr0309960	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT192210	OG0001387	Hsap	13.0	Hsap,Atha
Dmel|FBtr0332980	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT124064	OG0001387	Hsap	13.0	Hsap,Atha
Mver|MVEG_11869T0	OG0001387	Hsap	13.0	Hsap,Atha
Clim|evm115s128	OG0001387	Hsap	13.0	Hsap,Atha
Acas|ELR11949	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT188515	OG0001387	Hsap	13.0	Hsap,Atha
Dmel|FBtr0078179	OG0001387	Hsap	13.0	Hsap,Atha
Cowc|CAOG_05161T0	OG0001387	Hsap	13.0	Hsap,Atha
Tgon|TGME49_044410	OG0001387	Hsap	13.0	Hsap,Atha
Lgig|LotgiT160336	OG0001387	Hsap	13.0	Hsap,Atha
Mver|MVEG_06336T0	OG0001387	Hsap	13.0	Hsap,Atha
Hsap|ENST00000376261	OG0001387	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000028491	OG0001387	Hsap	13.0	Hsap,Atha
Mbre|EDQ91834	OG0001388	Hsap	13.0	Hsap,Atha
Lgig|LotgiT213858	OG0001388	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_80209	OG0001388	Hsap	13.0	Hsap,Atha
Sros|EGD73385	OG0001388	Hsap	13.0	Hsap,Atha
Cowc|CAOG_01152T0	OG0001388	Hsap	13.0	Hsap,Atha
Sarc|SARC_12779T0	OG0001388	Hsap	13.0	Hsap,Atha
Sarc|SARC_15257T0	OG0001388	Hsap	13.0	Hsap,Atha
Nvec|EDO27353	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15713325	OG0001388	Hsap	13.0	Hsap,Atha
Mlei|ML19678a-RA	OG0001388	Hsap	13.0	Hsap,Atha
Atha|AT4G16570.1	OG0001388	Hsap	13.0	Hsap,Atha
Sarc|SARC_12301T0	OG0001388	Hsap	13.0	Hsap,Atha
Clim|evm12s213	OG0001388	Hsap	13.0	Hsap,Atha
Nk52|evm19s1967	OG0001388	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE19034	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15706384	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15704986	OG0001388	Hsap	13.0	Hsap,Atha
Sros|EGD82498	OG0001388	Hsap	13.0	Hsap,Atha
Sarc|SARC_16131T0	OG0001388	Hsap	13.0	Hsap,Atha
Mbre|EDQ90850	OG0001388	Hsap	13.0	Hsap,Atha
Tadh|TriadT55586	OG0001388	Hsap	13.0	Hsap,Atha
Lgig|LotgiT71709	OG0001388	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_9_00228	OG0001388	Hsap	13.0	Hsap,Atha
Skow|rna24024	OG0001388	Hsap	13.0	Hsap,Atha
Hsap|ENST00000322396	OG0001388	Hsap	13.0	Hsap,Atha
Hsap|ENST00000441236	OG0001388	Hsap	13.0	Hsap,Atha
Mbre|EDQ85385	OG0001388	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE22677	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15705541	OG0001388	Hsap	13.0	Hsap,Atha
Nvec|EDO38718	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15722371	OG0001388	Hsap	13.0	Hsap,Atha
Esil|Esi0133_0084.1	OG0001388	Hsap	13.0	Hsap,Atha
Esil|Esi0023_0089.1	OG0001388	Hsap	13.0	Hsap,Atha
Ppat|PP1S429_32V6.1	OG0001388	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000010866	OG0001388	Hsap	13.0	Hsap,Atha
Pinf|PITG_04448T0	OG0001388	Hsap	13.0	Hsap,Atha
Cfra|CFRG0926T1	OG0001388	Hsap	13.0	Hsap,Atha
Mlei|ML435815a-RA	OG0001388	Hsap	13.0	Hsap,Atha
Sros|EGD79112	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15722372	OG0001388	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_135631	OG0001388	Hsap	13.0	Hsap,Atha
Sros|EGD76340	OG0001388	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_8_00309	OG0001388	Hsap	13.0	Hsap,Atha
Crei|EDO98051	OG0001388	Hsap	13.0	Hsap,Atha
Mbre|EDQ84627	OG0001388	Hsap	13.0	Hsap,Atha
Ihof|evm2s270	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15705617	OG0001388	Hsap	13.0	Hsap,Atha
Falb|H696_03149T0	OG0001388	Hsap	13.0	Hsap,Atha
Esil|Esi0122_0102.1	OG0001388	Hsap	13.0	Hsap,Atha
Sarc|SARC_17415T0	OG0001388	Hsap	13.0	Hsap,Atha
Aque|PAC15707411	OG0001388	Hsap	13.0	Hsap,Atha
Sros|EGD74481	OG0001388	Hsap	13.0	Hsap,Atha
Ocar|g4976	OG0001388	Hsap	13.0	Hsap,Atha
Skow|rna12931	OG0001388	Hsap	13.0	Hsap,Atha
Dmel|FBtr0114564	OG0001388	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000015196	OG0001388	Hsap	13.0	Hsap,Atha
Tadh|TriadT56661	OG0001388	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_141897	OG0001388	Hsap	13.0	Hsap,Atha
Lgig|LotgiT207566	OG0001389	Hsap	13.0	Hsap,Atha
Hsap|ENST00000321339	OG0001389	Hsap	13.0	Hsap,Atha
Cfra|CFRG4547T1	OG0001389	Hsap	13.0	Hsap,Atha
Lgig|LotgiT123691	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO35235	OG0001389	Hsap	13.0	Hsap,Atha
Ocar|g10331	OG0001389	Hsap	13.0	Hsap,Atha
Ocar|g10332	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO31579	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO31578	OG0001389	Hsap	13.0	Hsap,Atha
Nk52|evm1s229	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO26952	OG0001389	Hsap	13.0	Hsap,Atha
Spun|SPPG_00301T0	OG0001389	Hsap	13.0	Hsap,Atha
Tadh|TriadT37874	OG0001389	Hsap	13.0	Hsap,Atha
Atha|AT2G40300.1	OG0001389	Hsap	13.0	Hsap,Atha
Dmel|FBtr0073745	OG0001389	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE20026	OG0001389	Hsap	13.0	Hsap,Atha
Mver|MVEG_11921T0	OG0001389	Hsap	13.0	Hsap,Atha
Ppat|PP1S59_356V6.1	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO39948	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO32257	OG0001389	Hsap	13.0	Hsap,Atha
Atha|AT3G56090.1	OG0001389	Hsap	13.0	Hsap,Atha
Ppat|PP1S51_217V6.1	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO35374	OG0001389	Hsap	13.0	Hsap,Atha
Ppat|PP1S223_33V6.1	OG0001389	Hsap	13.0	Hsap,Atha
Cvar|estExt_fgenesh3_pg.C_160129	OG0001389	Hsap	13.0	Hsap,Atha
Atha|AT5G01600.1	OG0001389	Hsap	13.0	Hsap,Atha
Nvec|EDO39947	OG0001389	Hsap	13.0	Hsap,Atha
Hsap|ENST00000620041	OG0001389	Hsap	13.0	Hsap,Atha
Tadh|TriadT37648	OG0001389	Hsap	13.0	Hsap,Atha
Lgig|LotgiT178880	OG0001389	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000033275	OG0001389	Hsap	13.0	Hsap,Atha
Lgig|LotgiT134773	OG0001389	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000023728	OG0001389	Hsap	13.0	Hsap,Atha
Ppat|PP1S126_186V6.1	OG0001389	Hsap	13.0	Hsap,Atha
Lgig|LotgiT183389	OG0001389	Hsap	13.0	Hsap,Atha
Crei|EDP02528	OG0001389	Hsap	13.0	Hsap,Atha
Clim|evm9s253	OG0001389	Hsap	13.0	Hsap,Atha
Hsap|ENST00000622577	OG0001389	Hsap	13.0	Hsap,Atha
Sarc|SARC_13492T0	OG0001389	Hsap	13.0	Hsap,Atha
Dmel|FBtr0332170	OG0001389	Hsap	13.0	Hsap,Atha
Dmel|FBtr0332169	OG0001389	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_7_00499	OG0001389	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE22443	OG0001389	Hsap	13.0	Hsap,Atha
Atha|AT3G11050.1	OG0001389	Hsap	13.0	Hsap,Atha
Aque|PAC15727247	OG0001389	Hsap	13.0	Hsap,Atha
Aque|PAC15727250	OG0001389	Hsap	13.0	Hsap,Atha
Aque|PAC15727251	OG0001389	Hsap	13.0	Hsap,Atha
Mver|MVEG_01136T0	OG0001389	Hsap	13.0	Hsap,Atha
Aque|PAC15727246	OG0001389	Hsap	13.0	Hsap,Atha
Aque|PAC15727248	OG0001389	Hsap	13.0	Hsap,Atha
Cvar|fgenesh3_pg.C_scaffold_7000239	OG0001389	Hsap	13.0	Hsap,Atha
Ngru|EFC43677	OG0001389	Hsap	13.0	Hsap,Atha
Skow|rna32459	OG0001389	Hsap	13.0	Hsap,Atha
Skow|rna32460	OG0001389	Hsap	13.0	Hsap,Atha
Skow|rna30635	OG0001389	Hsap	13.0	Hsap,Atha
Mver|MVEG_10484T0	OG0001389	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000014254	OG0001389	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_8_00156	OG0001389	Hsap	13.0	Hsap,Atha
Lgig|LotgiT163196	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT175703	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT161099	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT161502	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT165356	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT163649	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT161044	OG0001390	Hsap	6.0	Hsap,Ocar
Aque|PAC15702542	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT143772	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT174750	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE5042	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT161470	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT160035	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT175701	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT173659	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT175323	OG0001390	Hsap	6.0	Hsap,Ocar
Skow|rna24347	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT171074	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE17667	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT176440	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT158521	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT175845	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE28074	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155849	OG0001390	Hsap	6.0	Hsap,Ocar
Mlei|ML14928a-RA	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155116	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155085	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE28589	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT162041	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT176267	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155180	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE15406	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT165402	OG0001390	Hsap	6.0	Hsap,Ocar
Aque|PAC15718442	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT154581	OG0001390	Hsap	6.0	Hsap,Ocar
Aque|PAC15718443	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT174457	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT168383	OG0001390	Hsap	6.0	Hsap,Ocar
Aque|PAC15705855	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT154861	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT176385	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT176377	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT169931	OG0001390	Hsap	6.0	Hsap,Ocar
Mlei|ML204435a-RA	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT154962	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT165438	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT171075	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT176551	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155062	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT154553	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT174665	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155680	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT174663	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT174662	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT155103	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT162815	OG0001390	Hsap	6.0	Hsap,Ocar
Lgig|LotgiT157248	OG0001390	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE23065	OG0001390	Hsap	6.0	Hsap,Ocar
Cvar|estExt_Genewise1Plus.C_110052	OG0001391	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE15981	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT5G41990.1	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT3G51630.2	OG0001391	Hsap	13.0	Hsap,Atha
Ppat|PP1S116_192V6.1	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT1G49160.2	OG0001391	Hsap	13.0	Hsap,Atha
Ngru|EFC47133	OG0001391	Hsap	13.0	Hsap,Atha
Hsap|ENST00000297954	OG0001391	Hsap	13.0	Hsap,Atha
Pinf|PITG_13997T0	OG0001391	Hsap	13.0	Hsap,Atha
Mver|MVEG_10194T0	OG0001391	Hsap	13.0	Hsap,Atha
Mver|MVEG_10158T0	OG0001391	Hsap	13.0	Hsap,Atha
Skow|rna3898	OG0001391	Hsap	13.0	Hsap,Atha
Sarc|SARC_17525T0	OG0001391	Hsap	13.0	Hsap,Atha
Crei|EDP05147	OG0001391	Hsap	13.0	Hsap,Atha
Ihof|evm12s14	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT3G22420.2	OG0001391	Hsap	13.0	Hsap,Atha
Mlei|ML184412a-RA	OG0001391	Hsap	13.0	Hsap,Atha
Sarc|SARC_07134T0	OG0001391	Hsap	13.0	Hsap,Atha
Mbre|EDQ88731	OG0001391	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000022760	OG0001391	Hsap	13.0	Hsap,Atha
Aque|PAC15723313	OG0001391	Hsap	13.0	Hsap,Atha
Ppat|PP1S236_45V6.1	OG0001391	Hsap	13.0	Hsap,Atha
Hsap|ENST00000246914	OG0001391	Hsap	13.0	Hsap,Atha
Cfra|CFRG2963T1	OG0001391	Hsap	13.0	Hsap,Atha
Esil|Esi0021_0062.1	OG0001391	Hsap	13.0	Hsap,Atha
Sarc|SARC_00874T0	OG0001391	Hsap	13.0	Hsap,Atha
Crei|EDP09879	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT3G18750.3	OG0001391	Hsap	13.0	Hsap,Atha
Lgig|LotgiT52941	OG0001391	Hsap	13.0	Hsap,Atha
Tthe|EAS01777	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT5G28080.2	OG0001391	Hsap	13.0	Hsap,Atha
Mver|MVEG_10070T0	OG0001391	Hsap	13.0	Hsap,Atha
Cfra|CFRG2504T1	OG0001391	Hsap	13.0	Hsap,Atha
Ocar|g93	OG0001391	Hsap	13.0	Hsap,Atha
Ttra|AMSG_12415T0	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT1G64630.1	OG0001391	Hsap	13.0	Hsap,Atha
Crei|EDP04718	OG0001391	Hsap	13.0	Hsap,Atha
Tadh|TriadT4059	OG0001391	Hsap	13.0	Hsap,Atha
Dmel|FBtr0346818	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT3G04910.1	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT5G55560.1	OG0001391	Hsap	13.0	Hsap,Atha
Mlei|ML20639a-RA	OG0001391	Hsap	13.0	Hsap,Atha
Ttra|AMSG_05296T0	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT3G48260.1	OG0001391	Hsap	13.0	Hsap,Atha
Spun|SPPG_07671T0	OG0001391	Hsap	13.0	Hsap,Atha
Hsap|ENST00000530271	OG0001391	Hsap	13.0	Hsap,Atha
Gpro|mRNA_905	OG0001391	Hsap	13.0	Hsap,Atha
Spun|SPPG_01145T1	OG0001391	Hsap	13.0	Hsap,Atha
Ppat|PP1S384_6V6.1	OG0001391	Hsap	13.0	Hsap,Atha
Cvar|e_gw1.2.261.1	OG0001391	Hsap	13.0	Hsap,Atha
Tthe|EAS05038	OG0001391	Hsap	13.0	Hsap,Atha
Ppat|PP1S237_2V6.1	OG0001391	Hsap	13.0	Hsap,Atha
Nk52|evm7s2568	OG0001391	Hsap	13.0	Hsap,Atha
Sros|EGD77064	OG0001391	Hsap	13.0	Hsap,Atha
Crei|EDP09881	OG0001391	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_44776	OG0001391	Hsap	13.0	Hsap,Atha
Clim|evm19s78	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT5G58350.1	OG0001391	Hsap	13.0	Hsap,Atha
Atha|AT5G39830.1	OG0001392	Hsap	13.0	Hsap,Atha
Tadh|TriadT58565	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S21_138V6.1	OG0001392	Hsap	13.0	Hsap,Atha
Spun|SPPG_01272T0	OG0001392	Hsap	13.0	Hsap,Atha
Esil|Esi0081_0086.1	OG0001392	Hsap	13.0	Hsap,Atha
Hsap|ENST00000258080	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|estExt_Genewise1Plus.C_110140	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15704603	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S79_92V6.2	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15707016	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_147387	OG0001392	Hsap	13.0	Hsap,Atha
Tthe|EAR84988	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_84878	OG0001392	Hsap	13.0	Hsap,Atha
Hsap|ENST00000307358	OG0001392	Hsap	13.0	Hsap,Atha
Esil|Esi0142_0050.1	OG0001392	Hsap	13.0	Hsap,Atha
Ocar|g6960	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_33227	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S63_95V6.2	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S180_15V6.1	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15711367	OG0001392	Hsap	13.0	Hsap,Atha
Mbre|EDQ85624	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15711175	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|e_gw1.18.91.1	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_19_00004	OG0001392	Hsap	13.0	Hsap,Atha
Tgon|TGME49_118290	OG0001392	Hsap	13.0	Hsap,Atha
Crei|EDP06732	OG0001392	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000031417	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|estExt_Genewise1Plus.C_80054	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_135758	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15716819	OG0001392	Hsap	13.0	Hsap,Atha
Nk52|evm46s2152	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_126292	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S31_50V6.1	OG0001392	Hsap	13.0	Hsap,Atha
Dmel|FBtr0330045	OG0001392	Hsap	13.0	Hsap,Atha
Gpro|mRNA_10637	OG0001392	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000035978	OG0001392	Hsap	13.0	Hsap,Atha
Ocar|g10136	OG0001392	Hsap	13.0	Hsap,Atha
Pinf|PITG_03582T0	OG0001392	Hsap	13.0	Hsap,Atha
Atha|AT4G18370.1	OG0001392	Hsap	13.0	Hsap,Atha
Hsap|ENST00000302495	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_89779	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_2_00028	OG0001392	Hsap	13.0	Hsap,Atha
Falb|H696_01323T0	OG0001392	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_67289	OG0001392	Hsap	13.0	Hsap,Atha
Crei|EDP07400	OG0001392	Hsap	13.0	Hsap,Atha
Aque|PAC15718775	OG0001392	Hsap	13.0	Hsap,Atha
Crei|EDP09307	OG0001392	Hsap	13.0	Hsap,Atha
Mlei|ML279621a-RA	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S160_79V6.1	OG0001392	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE2257	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|estExt_Genewise1Plus.C_80060	OG0001392	Hsap	13.0	Hsap,Atha
Spun|SPPG_06041T0	OG0001392	Hsap	13.0	Hsap,Atha
Skow|rna8964	OG0001392	Hsap	13.0	Hsap,Atha
Atha|AT3G27925.1	OG0001392	Hsap	13.0	Hsap,Atha
Cvar|e_gw1.1.412.1	OG0001392	Hsap	13.0	Hsap,Atha
Atha|AT5G27660.1	OG0001392	Hsap	13.0	Hsap,Atha
Ppat|PP1S198_100V6.1	OG0001392	Hsap	13.0	Hsap,Atha
Hsap|ENST00000368984	OG0001392	Hsap	13.0	Hsap,Atha
Mlei|ML04263a-RA	OG0001393	Hsap	13.0	Hsap,Atha
Sros|EGD83403	OG0001393	Hsap	13.0	Hsap,Atha
Tadh|TriadT54820	OG0001393	Hsap	13.0	Hsap,Atha
Mlei|ML04266a-RA	OG0001393	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE21478	OG0001393	Hsap	13.0	Hsap,Atha
Nvec|EDO27022	OG0001393	Hsap	13.0	Hsap,Atha
Sros|EGD76183	OG0001393	Hsap	13.0	Hsap,Atha
Sarc|SARC_01639T0	OG0001393	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_143891	OG0001393	Hsap	13.0	Hsap,Atha
