node	cluster
Cang_150051	99
Ehux_218460	99
Aker_101000	99
Bden_Batde5_22093	99
Bnat_144574	99
Umay_XP_760304	99
Bnat_136948	99
Ncra_4300NCU04825	99
Clim_g2752	99
Umar_244349	99
Rory_6679	99
Mcir_Mucci2_142530	99
Acas_g4936	100
Lmaj_XP_001681117	100
Ehux_103292	100
Aker_53277	100
Tcru_XP_819967	100
Gthe_120234	100
Pmar_XP_002778734	100
Scer_SCRT_04921	100
Sagg_79832	100
Ppal_EFA80047_1	100
Pfal_Q8IIL1_Q8IIL1	100
Tgon_XP_002370918	100
Tcru_XP_813739	100
Aker_57510	100
Tcru_XP_821804	101
Bsal_BS32985	101
Lmaj_XP_001682042	101
Tcru_XP_805087	101
Rfil_3789974_4s1f1	101
Ehux_207150	101
Otau_XP_003083390	101
Ehux_99883	102
Lmaj_XP_001683376	102
Tcru_XP_816776	102
Tpse_XP_002297128	102
Tcru_XP_819478	102
Tpse_XP_002287161	102
Pmar_XP_002768910	103
Pmar_XP_002777347	103
Cpar_29282Contig7038	103
Ptri_XP_002182882	103
Mpus_Micpu192522	103
Bdis_1g20527	104
Ppat_XP_001768386	104
Atha_AT3G59960	104
Atha_AT2G44150	104
Ppat_XP_001752811	104
Sbic_02g020844	104
Mgut_mgv1a025945m	104
Smoe_XP_002979406	104
Smoe_XP_002994293	104
Bdis_4g27797	104
Mgut_mgv1a023306m	104
Acoe_010_00651	104
Ptri_XP_002181177	105
Tpse_XP_002295698	105
Apar_comp11676_c0_seq1_fr6	106
Ihof_1997	106
Vcar_XP_002956736	107
Mbre_XP_001745265	107
Nvec_XP_001627273	107
Cvar_EFN59915	107
Vcar_XP_002949210	107
Scil_46411	107
Atha_AT1G33400	107
Mgut_mgv1a002206m	107
Bden_Batde5_87992	107
Ppat_XP_001754073	107
Apar_comp13957_c2_seq1_fr5	107
Crei_XP_001700164	107
Bdis_3g30360	107
Cint_ENSCINP00000026472	107
Fgra_FGSG_00040	108
Tpse_XP_002294212	108
Ptri_XP_002185512	108
Fgra_FGSG_04651	108
Ppal_EFA86539_1	109
Lmaj_XP_001686198	109
Dmel_FBpp0087091	109
Acas_g7722	109
Scil_46955	109
Mpus_Micpu50143	109
Ddis_XP_629340	109
Ehux_193798	109
Bsal_BS45760	109
Ncra_2647NCU02962	109
Cowc_CAOG_00050	109
Gpro_26820	110
Tgon_XP_002370230	110
Mcir_Mucci2_107212	110
Gthe_55948	110
Dmel_FBpp0070406	110
Dmel_FBpp0071271	110
Acoe_045_00133	111
Mbre_XP_001747378	111
Atha_AT1G76710	111
Nspp_13100_fr6	111
Ihof_7061	111
Sbic_06g016720	111
Nspp_13101_fr6	111
Apar_comp19989_c1_seq1_fr6	111
Ngad_06395	111
Ehux_97974	111
Ehux_450763	111
Aker_79755	111
Ehux_458569	111
Rfil_20985_3cf1	111
Ehux_108024	111
Ocar_g3171_t1	111
Mgut_mgv1a005421m	111
Mver_03069	111
Bdis_5g10110	111
Ehux_216151	111
Rfil_39362_2c	111
Gthe_61291	111
Sagg_16132	111
Sros_PTSG_09362	111
Gthe_108853	112
Bsal_BS34450	112
Tpse_XP_002295884	112
Ppal_EFA80143_1	112
Aker_59574	112
Aker_58374	112
Sagg_87985	112
Ppal_EFA75028_1	112
Cpar_30297Contig7977	112
Ddis_XP_636817	112
Ddis_XP_647487	112
Tpse_XP_002295028	112
Crei_XP_001703016	113
Cvar_EFN53400	113
Mpus_Micpu21435	113
Otau_XP_003078017	113
Vcar_XP_002947900	113
Aker_56423	114
Apar_comp13070_c1_seq1_fr6	114
Esil_CBN75119	115
Tpse_XP_002291362	115
Ptri_XP_002181282	115
Sagg_21866	115
Tpse_XP_002296329	116
Ptri_XP_002176658	116
Rirr_12309	117
Acas_g5159	117
Ttra_AMSG_06270	117
Ncra_7717NCU08733	117
Cang_129315	118
Ptet_A0CF66_A0CF66	118
Amac_02871	118
Ccri_T00007370001	118
Ccri_T00007373001	118
Tthe_XP_001024559	118
Ehux_363356	118
Ptet_A0BWW9_A0BWW9	118
Ccri_T00007377001	118
Tthe_XP_001022224	118
Tcru_XP_810880	119
Lmaj_XP_001683158	119
Gthe_120775	119
Tcru_XP_820419	119
Pinf_XP_002896918	120
Tcru_XP_813290	120
Tpse_XP_002291548	120
Gthe_92079	120
Falb_H696_02995T0	120
Bnat_91178	120
Bnat_91652	120
Bnat_79440	120
Gthe_102184	120
Sagg_28859	120
Esil_CBJ33015	120
Tgon_XP_002369144	120
Bsal_BS24245	120
Acas_g11510	120
Tcru_XP_810100	120
Aker_61735	120
Cvar_EFN57733	120
Gthe_166263	120
Sarc_SARC_07640	120
Cpar_7835Contig39496	120
Lmaj_XP_003722631	120
Cfra_6909T1	120
Sros_PTSG_12820	120
Otau_XP_003082109	120
Lmaj_XP_001683686	121
Mbre_XP_001749926	121
Tgon_XP_002366807	121
Tcru_XP_819332	121
Mlei_ML064936a	121
Scil_16111	121
Crei_XP_001689685	122
Gpro_296781	122
Otau_XP_003079708	122
Vcar_XP_002953997	122
Bnat_71449	122
Nspp_113_fr1	123
Vcar_XP_002954057	123
Nspp_113_fr4	123
Lmaj_XP_001681314	123
Otau_XP_003080689	123
Ncra_269NCU00296	124
Sarc_SARC_13768	124
Ccin_CC1G_04515	124
Otau_XP_003079483	124
Pisp_2064	124
Pyez_35808_g8561	124
Aano_F0XYZ2	124
Ppal_EFA80204_1	124
Vcar_XP_002958609	125
Crei_XP_001695337	125
Ptri_XP_002182466	125
Gthe_139093	125
Fgra_FGSG_03833	126
Smoe_XP_002971005	126
Smoe_XP_002971004	126
Smoe_XP_002961588	126
Cpar_23305Contig38514	126
Smoe_XP_002962081	126
Smoe_XP_002962082	126
Ddis_XP_647677	127
Fgra_FGSG_07032	127
Mpus_Micpu52497	128
Esil_CBJ49061	128
Vcar_XP_002950044	128
Esil_CBN75038	129
Pinf_XP_002901710	129
Dmel_FBpp0085358	129
Aker_54125	129
Gthe_138770	129
Bsal_BS06595	129
Ngru_XP_002670329	129
Fgra_FGSG_01400	130
Ncra_1859NCU02088	130
Mlei_ML167015a	131
Sarc_SARC_12000	131
Bsal_BS60255	132
Sarc_SARC_00798	132
Cint_ENSCINP00000004219	133
Mpus_Micpu152724	133
Mbre_XP_001749762	133
Ehux_220349	134
Ppat_XP_001755464	134
Otau_XP_003082984	134
Ehux_242773	134
Ehux_111657	134
Crei_XP_001694743	135
Cele_T12F5_4	135
Bnat_85862	135
Rfil_529913_11s	135
Vcar_XP_002954751	135
Pyez_36087_g8602	135
Cvar_EFN59819	135
Dmel_FBpp0084636	135
Bden_Batde5_90118	135
Ptri_XP_002185333	136
Pinf_XP_002999193	136
Tpse_XP_002296152	136
Esil_CBN74517	136
Cvar_EFN51653	137
Vcar_XP_002949173	137
Ihof_8776	137
Crei_XP_001693751	137
Apar_comp15138_c0_seq1_fr6	137
Ptri_XP_002178023	138
Tpse_XP_002290191	138
Gthe_45335	138
candidate_division_YNPFFA_archaeon_S	139
Acas_g8750	139
Clim_g5068	140
Ehux_202082	140
Spom_NP_588413_1	141
Fgra_FGSG_12802	141
Bsal_BS30470	142
Gthe_141117	142
Scil_27866	143
Dmel_FBpp0073610	143
Cele_C43E11_3a	143
Cele_Y43F4B_3	144
Gthe_137874	144
Tcru_XP_815384	145
Bsal_BS12335	145
Tcru_XP_811859	145
Bsal_BS36695	146
Tpse_XP_002286979	146
